date,startup,vertical,city,investors,round,amount,year,month
2017-08-21,Cerebroz,Consumer internet,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,734000.0,2017,8
2017-08-22,Flochat,Consumer internet,Mumbai,"iSquare Global,",Seed Funding,,2017,8
2017-08-22,EasyGov,Consumer internet,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed Funding,,2017,8
2017-08-23,Milk Basket,Consumer internet,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed Funding,,2017,8
2017-08-23,Dhruva,Technology,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000.0,2017,8
2017-08-23,Bombay Shaving Company,E-Commerce,Delhi,Fireside Ventures,Private Equity,2300000.0,2017,8
2017-08-23,Awign,Technology,Bangalore,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,,2017,8
2017-08-23,Indiez,Technology,Bangalore,Haresh Chawla,Seed Funding,500000.0,2017,8
2017-08-24,Ezetap,Technology,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000.0,2017,8
2017-08-25,Ink Monk,Consumer internet,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,750000.0,2017,8
2017-08-25,Medinfi,Consumer internet,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,125000.0,2017,8
2017-08-28,Mobikon,Technology,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000.0,2017,8
2017-08-29,CureFit,Consumer internet,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,25000000.0,2017,8
2017-08-29,Doxper,Technology,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,750000.0,2017,8
2017-08-29,Fieldassist,Technology,Gurgaon,Small Industries Development Bank of India (SIDBI),Debt Funding,,2017,8
2017-08-30,Treebo,Consumer internet,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000.0,2017,8
2017-08-30,MedGenome,Technology,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000.0,2017,8
2017-07-01,Billion Loans,Consumer internet,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,1000000.0,2017,7
2017-07-03,Ecolibriumenergy,Technology,Ahmedabad,"Infuse Ventures, JLL",Private Equity,2600000.0,2017,7
2017-07-04,Droom,E-Commerce,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,20000000.0,2017,7
2017-07-05,Jumbotail,E-Commerce,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,8500000.0,2017,7
2017-07-05,Moglix,E-Commerce,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,12000000.0,2017,7
2017-07-05,Timesaverz,Consumer internet,Mumbai,BCCL,Private Equity,1000000.0,2017,7
2017-07-06,Minjar,Technology,Bangalore,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,,2017,7
2017-07-06,MyCity4kids,Consumer internet,Gurgaon,,Seed Funding,,2017,7
2017-07-07,Clip App,Consumer internet,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,1000000.0,2017,7
2017-07-07,Upwardly.in,Consumer internet,Bangalore,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,,2017,7
2017-07-10,Autorox.co,Technology,Hyderabad,Mitsui & Co.,Private Equity,3000000.0,2017,7
2017-07-11,Fabogo,Consumer internet,Pune,Dunamis Ventures Pte Ltd,Private Equity,2250000.0,2017,7
2017-07-11,Flickstree,Consumer internet,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,464000.0,2017,7
2017-07-11,Design Cafe,Consumer internet,Bangalore,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,,2017,7
2017-07-12,Innoviti,Technology,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,18500000.0,2017,7
2017-07-12,VDeliver,Logistics,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,,2017,7
2017-07-12,Bottr.me,Technology,Bangalore,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,,2017,7
2017-07-12,Arcatron,Technology,Pune,Indian Angel Network,Seed Funding,,2017,7
2017-07-14,QwikSpec,Technology,Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,540000.0,2017,7
2017-07-14,Chumbak,E-Commerce,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,1700000.0,2017,7
2017-07-17,Increff,Technology,Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,2000000.0,2017,7
2017-07-17,Vayana,Technology,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,4000000.0,2017,7
2017-07-18,MObiquest,Technology,Noida,One97 Communication Ltd,Private Equity,,2017,7
2017-07-18,Ambee,Consumer internet,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,,2017,7
2017-07-18,Ideal Insurance,Consumer internet,Kolkata,Xelpmoc,Seed Funding,,2017,7
2017-07-18,Hypernova Interactive,Technology,Bangalore,Kae Capital,Seed Funding,,2017,7
2017-07-19,Rentomojo,Consumer internet,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,10000000.0,2017,7
2017-07-19,AirCTO,Consumer internet,Bangalore,Francesco Cara,Seed Funding,,2017,7
2017-07-19,Playablo,Technology,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,600000.0,2017,7
2017-07-20,Trupay,Technology,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,700000.0,2017,7
2017-07-21,Brick2Wall,E-Commerce,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0,2017,7
2017-07-21,FableStreet,E-Commerce,Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,,2017,7
2017-07-21,Monsoon Fintech,Technology,Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,,2017,7
2017-07-21,MonkeyBox,Consumer internet,Bangalore,"Blume Ventures, NB Ventures, Nspira",Seed Funding,,2017,7
2017-07-25,Noticeboard,Consumer internet,Bangalore,"Stellaris Venture Partners,",Private Equity,1200000.0,2017,7
2017-07-25,Byju\\xe2\\x80\\x99s,Consumer internet,Bangalore,Tencent Holdings,Private Equity,35000000.0,2017,7
2017-07-26,Creator\\xe2\\x80\\x99s Gurukul,Others,Delhi,Yuvraj Singh,Seed Funding,,2017,7
2017-07-26,Fab Hotels,Consumer internet,Delhi,Goldman Sachs,Private Equity,25000000.0,2017,7
2017-07-26,ThinkerBell,Consumer internet,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,200000.0,2017,7
2017-07-27,1mg,E-Commerce,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,15000000.0,2017,7
2017-07-28,Jhakaas,Consumer internet,Mumbai,Amen Dhyllon,Seed Funding,,2017,7
2017-07-28,BigStylist,Consumer internet,Mumbai,Info Edge (India) Ltd,Private Equity,1250000.0,2017,7
2017-07-28,Gympik.com,Consumer internet,Bangalore,RoundGlass Partners,Seed Funding,,2017,7
2017-06-01,Tripeur,Technology,Bangalore,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,,2017,6
2017-06-02,RentOnGo,E-Commerce,Bangalore,TVS Motor Company,Seed Funding,234000.0,2017,6
2017-06-05,Goomo,Consumer internet,Mumbai,Emerging India,Private Equity,50000000.0,2017,6
2017-06-05,MaxMyWealth,Consumer internet,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,,2017,6
2017-06-06,Spinny,E-Commerce,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,2017,6
2017-06-06,Healthbuds,Consumer internet,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,,2017,6
2017-06-06,Ftcash,Consumer internet,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,,2017,6
2017-06-06,BHIVE Workspace,Consumer internet,Bangalore,Blume Ventures,Private Equity,1200000.0,2017,6
2017-06-06,wayForward,Consumer internet,Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000.0,2017,6
2017-06-06,GyanDhan,Consumer internet,Delhi,Sundaram Finance Holdings,Private Equity,,2017,6
2017-06-06,Hungry Foal,Consumer internet,Gurgaon,SBI (Stand Up India Scheme),Private Equity,,2017,6
2017-06-07,ZipLoan,Consumer internet,Delhi,WaterBridge Ventures,Seed Funding,650000.0,2017,6
2017-06-07,GrowFitter,Consumer internet,Mumbai,SQue Capital,Seed Funding,600000.0,2017,6
2017-06-08,Stratfit,Consumer internet,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000.0,2017,6
2017-06-08,Multiplier Solutions,Technology,Hyderabad,Norwest Venture Partners,Private Equity,1500000.0,2017,6
2017-06-08,ABI Health,Technology,Bangalore,Norwest Venture Partners,Private Equity,1500000.0,2017,6
2017-06-08,Stockal,Consumer internet,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000.0,2017,6
2017-06-09,Guidoo,Consumer internet,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000.0,2017,6
2017-06-09,eSahai.in,Consumer internet,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000.0,2017,6
2017-06-12,Loanmeet,Consumer internet,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,,2017,6
2017-06-12,LendingKart,Consumer internet,Ahmedabad,Yes Bank,Debt Funding,7800000.0,2017,6
2017-06-12,Boxx.ai,Technology,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,2017,6
2017-06-12,PeeSafe.in,Healthcare,Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000.0,2017,6
2017-06-12,Vista Rooms,Consumer internet,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000.0,2017,6
2017-06-12,CoverFox,Consumer internet,Mumbai,Transamerica,Private Equity,15000000.0,2017,6
2017-06-13,HyperTrack,Technology,Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,,2017,6
2017-06-13,Goodera,Technology,Bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,2017,6
2017-06-13,Digit,Technology,Bangalore,Fairfax Holdings,Private Equity,,2017,6
2017-06-14,Ola,Consumer internet,Bangalore,Tekne Capital Management LLC,Private Equity,50000000.0,2017,6
2017-06-14,Vanitycask,Consumer internet,Mumbai,RB Investments,Seed Funding,,2017,6
2017-06-14,MrNeeds,Consumer internet,Noida,undisclosed investors,Seed Funding,500000.0,2017,6
2017-06-15,MoneyTap,Consumer internet,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000.0,2017,6
2017-06-16,Goodbox,E-Commerce,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,2017,6
2017-06-16,Fincash,Consumer internet,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000.0,2017,6
2017-06-16,PortDesk,Technology,Noida,Alphard Maritime Group,Seed Funding,2000000.0,2017,6
2017-06-16,EdgeFx,E-Commerce,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,,2017,6
2017-06-16,EazyDiner,Consumer internet,Gurgaon,YouWeCan Ventures,Seed Funding,,2017,6
2017-06-16,HealthIntel,Healthcare,Delhi,BLIP Initiatives,Seed Funding,,2017,6
2017-06-19,Unbxd,Technology,Bangalore,Eight Roads Ventures,Private Equity,12500000.0,2017,6
2017-06-19,DarwinBox,Technology,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000.0,2017,6
2017-06-20,ForeverShop,Consumer internet,Bangalore,91maker.com,Seed Funding,300000.0,2017,6
2017-06-20,Insider.in,Consumer internet,Mumbai,Paytm,Private Equity,5200000.0,2017,6
2017-06-21,Fynd,E-Commerce,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000.0,2017,6
2017-06-21,Grow Fit,Consumer internet,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000.0,2017,6
2017-06-21,Fabulyst,Technology,Hyderabad,iBhubs,Seed Funding,215000.0,2017,6
2017-06-21,mSwipe,Technology,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000.0,2017,6
2017-06-21,OneAssist,Consumer internet,Mumbai,Sequoia Capital,Private Equity,,2017,6
2017-06-22,Julia Computing,Technology,Bangalore,"General Catalyst, Founder Collective",Private Equity,4600000.0,2017,6
2017-06-22,Kissht,Consumer internet,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,2017,6
2017-06-22,Explore Life traveling,Consumer internet,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000.0,2017,6
2017-06-23,Loantap,Consumer internet,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000.0,2017,6
2017-06-23,Voxweb,Consumer internet,Mumbai,Undisclosed investors,Seed Funding,1000000.0,2017,6
2017-06-26,HUG Innovations,Technology,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,2017,6
2017-06-26,Flipkart,E-Commerce,Bangalore,Naspers,Private Equity,71000000.0,2017,6
2017-06-26,V Resorts,Consumer internet,Noida,"Seedfund, RB International",Private Equity,4000000.0,2017,6
2017-06-27,Stashfin,Consumer internet,Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,2017,6
2017-06-27,Formcept,Consumer internet,Bangalore,Gujarat Venture Finance Ltd,Private Equity,,2017,6
2017-06-27,Spares Hub,E-Commerce,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000.0,2017,6
2017-06-28,FiTraQ,Consumer internet,Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,,2017,6
2017-06-28,Rubique,Consumer internet,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,2017,6
2017-06-28,Niki.ai,Consumer internet,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,2000000.0,2017,6
2017-06-29,Fitpass,Consumer internet,Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,2017,6
2017-06-29,ZingHR,Technology,Mumbai,Zeta,Private Equity,,2017,6
2017-06-30,Tagos Design,Technology,Bangalore,Undisclosed Investors,Private Equity,5000000.0,2017,6
2017-06-30,UrbanClap,Consumer internet,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,2017,6
2017-05-01,Ace2three,Consumer internet,Hyderabad,Clairvest Group,Private Equity,73700000.0,2017,5
2017-05-01,Power2SME,E-Commerce,Gurgaon,International Finance Corporation,Private Equity,10000000.0,2017,5
2017-05-02,Innovapptive,Technology,Hyderabad,Hyderabad Angels,Seed Funding,1500000.0,2017,5
2017-05-02,4tigo,Logistics,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,2017,5
2017-05-02,SMECorner,Consumer internet,Mumbai,Dutch government fund,Private Equity,,2017,5
2017-05-02,ZippServe,Consumer internet,Bangalore,undisclosed investors,Seed Funding,390000.0,2017,5
2017-05-03,Ola,Consumer internet,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000.0,2017,5
2017-05-03,Sumeru,Technology,Bangalore,undisclosed investors,Seed Funding,1000000.0,2017,5
2017-05-04,Healthians,Consumer internet,Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,,2017,5
2017-05-05,HealthMir,Consumer internet,Delhi,Nimit Panigrahi,Seed Funding,,2017,5
2017-05-05,Uactive,Consumer internet,Mumbai,Hinduja family,Seed Funding,,2017,5
2017-05-05,i-lend,Consumer internet,Hyderabad,50K Ventures,Seed Funding,,2017,5
2017-05-05,Good Methods Global,Technology,Trivandrum,Accel Partners,Private Equity,,2017,5
2017-05-05,Balance App,Consumer internet,Bangalore,Rainmatter,Seed Funding,233000.0,2017,5
2017-05-08,YepMe,E-Commerce,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000.0,2017,5
2017-05-08,Nightstay,Consumer internet,Delhi,"Indian Angels Network, LetsVenture",Seed Funding,,2017,5
2017-05-08,Devourin,Technology,Pune,Deepak Nathani,Seed Funding,,2017,5
2017-05-08,MyGreens,Food & Beverage,Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000.0,2017,5
2017-05-08,Ace Turtle,Technology,Bangalore,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,2017,5
2017-05-08,CureFit,Technology,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000.0,2017,5
2017-05-09,Curie Labs,Technology,Delhi,Satoshi Studios,Seed Funding,50000.0,2017,5
2017-05-09,Uncanny Vision,Technology,Bangalore,Anand Chandrasekaran,Seed Funding,,2017,5
2017-05-09,Anchanto,Technology,Pune,Luxasia Group,Private Equity,,2017,5
2017-05-09,Sequretek,Technology,Mumbai,"GVFL, Unicorn India Ventures",Private Equity,,2017,5
2017-05-10,Lucideus,Technology,Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,,2017,5
2017-05-10,Vidooly,Consumer internet,Noida,"Times Internet, GVFL",Private Equity,1400000.0,2017,5
2017-05-10,Shopclues,E-Commerce,Gurgaon,InnoVen Capital,Private Equity,7700000.0,2017,5
2017-05-10,Fourth Ambit,Consumer internet,Bangalore,1Crowd,Seed Funding,600000.0,2017,5
2017-05-10,Chymera VR,Technology,Bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,,2017,5
2017-05-11,Early Salary,Consumer internet,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,2017,5
2017-05-11,Book My Diamond,E-Commerce,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,,2017,5
2017-05-11,ION Energy,Technology,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,,2017,5
2017-05-12,Legal Raasta,Consumer internet,Delhi,Impanix Capital,Private Equity,5000000.0,2017,5
2017-05-12,Log 9 Materials,Technology,Bangalore,GEMs,Seed Funding,,2017,5
2017-05-12,Remit Guru,Consumer internet,Mumbai,"Infibeam, CCavenue",Private Equity,466000.0,2017,5
2017-05-12,Aequm,E-Commerce,Bangalore,undisclosed investors,Seed Funding,1000000.0,2017,5
2017-05-15,Zapty,Technology,Bangalore,IdeaSpring Capital,Seed Funding,500000.0,2017,5
2017-05-15,Vernacular.ai,Technology,Bangalore,Kstart Capital,Seed Funding,,2017,5
2017-05-16,Niki.ai,Technology,Bangalore,SAP,Private Equity,,2017,5
2017-05-16,Telr,Technology,Mumbai,Innovations East,Private Equity,3000000.0,2017,5
2017-05-16,Fynd,E-Commerce,Mumbai,Rocketship,Private Equity,500000.0,2017,5
2017-05-17,Genie,Consumer internet,Chennai,undisclosed investors,Seed Funding,250000.0,2017,5
2017-05-17,Paysense,Consumer internet,Mumbai,Jungle Ventures,Private Equity,5300000.0,2017,5
2017-05-18,The Good Life,E-Commerce,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000.0,2017,5
2017-05-18,PumpKart,E-Commerce,Chandigarh,Dr. Ritesh Malik,Seed Funding,,2017,5
2017-05-18,Paytm,E-Commerce,Bangalore,SoftBank Group,Private Equity,1400000000.0,2017,5
2017-05-19,EzCred,Consumer internet,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000.0,2017,5
2017-05-19,HealthSutra,Food & Beverage,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,,2017,5
2017-05-20,YepMe,E-Commerce,Delhi,Gokaldas Exports Ltd,Private Equity,,2017,5
2017-05-22,Delhivery,Logistics,Delhi,Fosun International,Private Equity,30000000.0,2017,5
2017-05-22,ZipGrid,Consumer internet,Mumbai,"JLL, 1Crowd",Seed Funding,500000.0,2017,5
2017-05-23,TravelSpice,E-Commerce,Hyderabad,Eagle10 Ventures,Seed Funding,,2017,5
2017-05-23,Magicpin,Consumer internet,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000.0,2017,5
2017-05-23,The Print,Consumer internet,Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,,2017,5
2017-05-23,Box8,Consumer internet,Mumbai,Trifecta Capital,Private Equity,1000000.0,2017,5
2017-05-24,GenNext Students,Consumer internet,Mumbai,Undisclosed Investors,Seed Funding,580000.0,2017,5
2017-05-25,Aye Finance,FinTech,Gurgaon,Blue Orchard,Private Equity,8000000.0,2017,5
2017-05-26,WhatsLoan,Consumer internet,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,,2017,5
2017-05-29,Cube Consumer Services,Consumer internet,Mumbai,,Seed Funding,,2017,5
